abbreviation	name	formula	charge	compartment	kegg_id	cas_id	internal_id	found in: 1) E. coli iJR904; 2) H. sapiens Recon 1; 3) H. pylori iIT341; 4) P. putida iJN746; 5) E. coli iAF1260; 6) S. cerevisiae iND750; 7) S. aureus iSB619; 8) E. coli textbook; 9) M. barkeri iAF692; 10) M. tuberculosis iNJ661; 	
ksii_core2_deg7	keratan sulfate II (core 2-linked), degradation product 7	C44H73N4O30X	0	Lysosome			2418062	2	
fucgalacglcgal14acglcgalgluside_hs	VI2Fuc-nLc6	C64H112N3O36FULLRCO	0	Golgi Apparatus			2419437	2	
5fthf	5-Formyltetrahydrofolate	C20H21N7O7	-2	Extra-organism, Cytosol, Mitochondria	C03479	58-05-9	41929	10,2,6	
lneldccrn	Linoelaidyl carnitine	C25H45NO4	0	Cytosol, Mitochondria			2614390	2	
3omrsACP	3-Oxotetradecanoyl-[acyl-carrier protein]	C25H45N2O9PRS	-1	Cytosol	C05759	7783-08-6	46436	4,5	
3hdecACP	(R)-3-Hydroxydecanoyl-[acyl-carrier protein]	C21H39N2O9PRS	-1	Cytosol	C04619	320-77-4	44184	4,5	
leuktrB4wcooh	w-carboxy leukotriene B4	C20H28O6	-2	Endoplasmic Reticulum			2706566	2	
2tdec7eg3p	2-tetradec-7-enoyl-sn-glycerol 3-phosphate	C17H32O7P1	-1	Cytosol, Periplasm	C03974		2706879	5	
1agpg181	1-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1)	C24H46O9P1	-1	Periplasm	C18126		2733778	5	
13-cis-retnglc	13-cis-retinoyl glucuronide	C26H35O8	-1	Extra-organism, Cytosol, Endoplasmic Reticulum			2430453	2	
adfdRD	Reduced adrenal ferredoxin	UKH2	0	Cytosol	C00662		35639	10	
dmlgnc	dimethyl lignoceric acid	C26H51O2	-1	Cytosol			3063965	10	
mfrrppdima	phenolic glycolipid (Mtb)	C121H226O18	0	Cytosol			3115999	10	
dh4mchc	cis-1,2-Dihydroxy-4-methylcyclohexa-3,5-diene-1-carboxylate	C8H9O4	-1	Cytosol	C06729	933-99-3	48955	4	
tagur	D-Tagaturonate	C6H9O7	-1	Cytosol	C00558	None	35350	1,5	
f26bp	D-Fructose 2,6-bisphosphate	C6H10O12P2	-4	Cytosol	C00665		35645	2,6	
pgp_EC	Phosphatidylglycerophosphate (Ecoli)	C1986H3698O650P100	-150	Cytosol	C03892		1439951	1	
scl	sirohydrochlorin	C42H39N4O16	-7	Cytosol	C05778		46482	1,10,4,5,7,9	
dtdp4d6dg	dTDP-4-dehydro-6-deoxy-D-glucose	C16H22N2O15P2	-2	Cytosol	C00687		35701	1,10,2,5,9	
c190cACP	19 carbon cyclopropane-ACP	C30H55N2O8PRS	-1	Cytosol			1440772	3	
ihcit-T	threo-isohomocitrate	C7H7O7	-3	Cytosol			1886152	9	
malt6p	Maltose 6'-phosphate	C12H21O14P	-2	Cytosol	C02995	None	40977	1,5	
frulys	fructoselysine	C12H25N2O7	1	Extra-organism, Cytosol, Periplasm	C16488		2212339	5	
nrvnccoa	nervonyl coenzyme A	C45H76N7O17P3S	-4	Peroxisome, Cytosol, Mitochondria			2218805	2	
dlnlcgcoa	dihomo-gamma-linolenyl coenzyme A	C41H64N7O17P3S	-4	Cytosol, Mitochondria			2218847	2	
adprbp	ADPribose 2'-phosphate	C15H20N5O17P3	-4	Extra-organism, Cytosol	C03246		41491	2	
kmeroacidcyc2AMP	cyclopropanated keto-meroacid AMP (2 cyclopropane rings)	C70H127N5O8P	-1	Cytosol			2241741	10	
citmcoa-L	L-Citramalyl-CoA	C26H37N7O20P3S	-5	Mitochondria	C01011		36606	2	
saccrp-L	L-Saccharopine	C11H19N2O6	-1	Cytosol, Mitochondria	C00449	997-68-2	1484994	2,6	
galthcrm_hs	Gal-Gal-Gal-Glc-Cer (homo sapiens)	C42H76NO22FULLRCO	0	Golgi Apparatus			2266458	2	
gm1b_hs	GM1b (homo sapiens)	C55H95N3O30FULLRCO	-1	Golgi Apparatus			2266536	2	
vitd3	Vitamin D3	C27H44O	0	Extra-organism, Cytosol, Mitochondria			2288999	2	
ksii_core2_pre5	keratan sulfate II biosynthesis, precursor 5	C61H99N5O43X	-1	Golgi Apparatus			2296681	2	
onpthl	naphthalene epoxide	C10H8O	0	Extra-organism, Cytosol			2299951	2	
dad-5	5'-Deoxyadenosine	C10H13N5O3	0	Extra-organism, Cytosol	C05198		45324	2,4,5	
aragund	O-acetyl-rhamanosyl-N-acetylglucosamyl-undecaprenyl diphosphate	C71H115N1O17P2	-2	Cytosol			2377425	5	
dhcholestanate	3alpha,7alpha-Dihydroxy-5beta-cholestanate	C27H45O4	-1	Peroxisome, Endoplasmic Reticulum, Mitochondria	C04554	652-69-7	44035	2	
ksi_deg26	keratan sulfate I, degradation product 26	C110H179N7O93S4	-4	Lysosome			2416950	2	
acgalfucgalacglcgalgluside_hs	Type IA glycolipid	C58H102N3O31FULLRCO	0	Golgi Apparatus			2419346	2	
pg181	Phosphatidylglycerol (dioctadec-11-enoyl, n-C18:1)	C42H78O10P1	-1	Cytosol, Periplasm	C00344		2617860	4,5	
acgalfucgalacgalfuc12gal14acglcgalgluside_hs	Type IIIA glycolipid	C78H135N4O45FULLRCO	0	Extra-organism, Golgi Apparatus, Cytosol			2419401	2	
perillyl	Perillyl alcohol	C10H16O	0	Extra-organism, Cytosol	C02452	536-59-4	39849	2	
PIM1	phosphatidylinositol mannoside (tuberculosis)	C50H94O18P	-1	Cytosol			2920217	10	
decda_tb	decaprenylphosphoryl-beta-D-arabinofuranose	C55H89O8P	-2	Cytosol			2920430	10	
fcmcbtt	iron(III) chelated carboxymycobactin T (R=8 carbon, final carbon is carboxyl group)	C33H48N5O13Fe	4	Cytosol			2976722	10	
prephthcoa	phthiocerol precursor bound coenzyme A	C53H92N7O20P3S	-4	Cytosol			2980050	10	
PIM6	phosphatidylinositol mannoside hexa-mannose (tuberculosis)	C80H144O43P	-1	Cytosol			3134650	10	
vanlt	Vanillate	C8H7O4	-1	Extra-organism, Cytosol, Periplasm	C06672	121-34-6	48823	4	
m-tol	m-toluate	C8H7O2	-1	Cytosol			3462249	4	
26dap-LL	LL-2,6-Diaminoheptanedioate	C7H14N2O4	0	Cytosol	C00666	583-93-7	35647	1,10,3,4,5,7	
uAgl	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysine	C34H52N7O24P2	-3	Cytosol	C04700		44363	10	
amuco	2-Aminomuconate	C6H6NO4	-1	Cytosol	C02220		1445654	2,6	
3dsphgn	3-Dehydrosphinganine	C18H38NO2	1	Cytosol	C02934		1453300	2,6	
ps_SC	phosphatidylserine, yeast-specific	C3840H7144N100O1000P100	-100	Golgi Apparatus, Cytosol, Vacuole, Mitochondria			1452763	6	
xu5p-L	L-Xylulose 5-phosphate	C5H9O8P	-2	Cytosol	C03291	None	41573	1,5	
3hanthrn	3-Hydroxyanthranilate	C7H7NO3	0	Cytosol	C00632	548-93-6	1485273	2,6	
cer2'_26	Ceramide-2' (Sphinganine:n-C26:0OH)	C44H89NO4	0	Cytosol			1454159	6	
malm	Maleamate	C4H4NO3	-1	Cytosol	C01596	557-24-4	37962	4,7	
cysam	Cysteamine	C2H8NS	1	Cytosol	C01678	60-23-1	1808054	2	
m5masnB2	(alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)	C52H87N2O40X	0	Golgi Apparatus			1822948	2	
Shcit	S-homocitrate	C7H7O7	-3	Cytosol			1886143	9	
f430p3	coenzyme f430 precursor 3	C42H47N6NiO14	-5	Cytosol			1899134	9	
34dhmald	3,4-Dihydroxymandelaldehyde	C8H8O4	0	Cytosol	C05577	61-33-6	46056	2	
15HPET	15-Hydroperoxyeicosatetraenoic acid	C20H31O4	-1	Cytosol	C05966	1189-11-3	47085	2	
4tmeabutn	4-Trimethylammoniobutanoate	C7H15NO2	0	Cytosol	C01181		53567	2	
gt1c_hs	GT1c (homo sapiens)	C77H127N5O46FULLRCO	-3	Golgi Apparatus			2266626	2	
ksi_pre35	keratan sulfate I biosynthesis, precursor 35	C241H384N17O205S11X	-12	Golgi Apparatus			2296855	2	
cs_e_pre4	chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 4	C45H65N2O48S4X	-6	Golgi Apparatus			2300741	2	
arach	Arachidic acid	C20H39O2	-1	Extra-organism, Cytosol	C06425	506-30-9	48230	10,2	
xu1p-D	D-Xylulose 1-phosphate	C5H9O8P	-2	Cytosol			2388820	2	
ptdcacoa	pentadecanoyl Coenzyme A	C36H60N7O17P3S	-4	Cytosol, Mitochondria			2415313	2	
cspg_c	chondroitin sulfate C (GalNAc6S-GlcA) proteoglycan	C45H66N2O45S3X	-5	Extra-organism, Golgi Apparatus, Lysosome			2300738	2	
cs_e_deg7	chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 7	C23H35O27S2	-3	Lysosome			2416326	2	
ksi_deg15	keratan sulfate I, degradation product 15	C160H257N11O140S8	-8	Lysosome			2416930	2	
Nacasp	N-Acetyl-L-aspartate	C6H7NO5	-2	Cytosol, Mitochondria	C01042		36685	2	
ksii_core4_deg4	keratan sulfate II (core 4-linked), degradation product 4	C66H108N6O48SX	-1	Lysosome			2418070	2	
fuc12gal14acglcgalgluside_hs	Type IIH glycolipid	C50H89N2O26FULLRCO	0	Golgi Apparatus			2419384	2	
acngal14acglcgalgluside_hs	Sialyl-3-paragloboside	C55H95N3O30FULLRCO	-1	Golgi Apparatus			2419369	2	
fucfucgalacglc13galacglcgal14acglcgalgluside_hs	(Gal)4 (Glc)1 (GlcNAc)3 (LFuc)2 (Cer)1	C84H145N4O50FULLRCO	0	Golgi Apparatus			2419457	2	
2agpe141	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1)	C19H38NO7P1	0	Cytosol, Periplasm	C05973		2706664	5	
mstrACP	10methyl stearyoyl-ACP	C30H57N2O8PRS	-1	Cytosol			2920094	10	
confrl	Coniferol	C10H12O3	0	Extra-organism, Cytosol, Periplasm	C00590	458-35-5	35444	4	
rml1p	L-Rhamnulose 1-phosphate	C6H11O8P	-2	Cytosol	C01131		36878	1,5	
raffin	Raffinose	C18H32O16	0	Cytosol	C00492	512-69-6	35138	6,7	
pc_EC	Phosphatidylcholine (E.coli)	C2086H4048N50O400P50	0	Cytosol	C00157		1484401	1	
hicit	Homoisocitrate	C7H7O7	-3	Mitochondria	C05662		1445199	6	
ptd145bp_SC	1-Phosphatidyl-D-myo-inositol 4,5-bisphosphate, yeast-specific	C4140H7444O1900P300	-500	Cytosol			1453017	6	
lac6p	Lactose-6-phosphate	C12H21O14P	-2	Cytosol	C05396		1787809	7	
hgbyr	Hydrogenobyrinate	C45H54N4O14	-6	Cytosol	C06399		1800231	10,4	
dedoldp_U	Dehydrodolichol diphosphate, human uterine homolog	C1025H1650O70P20	-30	Cytosol			1814662	2	
gggp	(S)-3-O-geranylgeranylglyceryl phosphate	C23H39O6P1	-2	Cytosol			1841995	9	
6hoxmelatn	6-Hydroxymelatonin	C13H16N2O3	0	Cytosol	C05643	2208-41-5	46185	2	
fna5moxam	Formyl-N-acetyl-5-methoxykynurenamine	C13H16N2O4	0	Cytosol	C05642	552-58-9	46183	2	
mmeroacidcyc2ACP	cyclopropanated methoxy-meroacid ACP (2 cyclopropane rings)	C69H131N2O8PRS	-1	Cytosol			2241688	10	
akdhap_hs	1-alkyldihydroxyacetone phosphate	C3H4O6PFULLRC2H4	-2	Peroxisome, Cytosol			2255845	2	
pa_hs	phosphatidic acid (homo sapiens)	C3H5O4PFULLRCO2FULLR2CO2	-2	Golgi Apparatus, Cytosol, Endoplasmic Reticulum, Nucleus, Mitochondria			2220568	2	
mi3p-D	1D-myo-Inositol 3-phosphate	C6H11O9P	-2	Cytosol	C04006	434-13-9	42948	10,2	
m2emgacpail_hs	(dimannosyl),(phosphoethanolaminyl)-mannosyl-glucosylaminyl-acylphosphatidylinositol (H6)	C51H94N2O32P2FULLRCO2FULLR2CO2	0	Endoplasmic Reticulum			2288896	2	
2425dhvitd3	24R,25-Dihydroxyvitamin D3	C27H44O3	0	Extra-organism, Cytosol, Mitochondria			2289319	2	
ksi_pre8	keratan sulfate I biosynthesis, precursor 8	C115H186N8O88S2X	-3	Golgi Apparatus			2296821	2	
dhcholestancoa	3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA	C48H76N7O19P3S	-4	Peroxisome, Endoplasmic Reticulum	C04644	2461-62-3	44249	2	
phyt2ohcoa	2-Hydroxyphytanoyl-CoA	C41H70N7O18P3S	-4	Peroxisome			2364545	2	
cs_e_deg1	chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 1	C45H65N2O52S5	-7	Lysosome			2416310	2	
ksi_deg17	keratan sulfate I, degradation product 17	C152H245N10O132S7	-7	Lysosome			2416947	2	
ksi_deg32	keratan sulfate I, degradation product 32	C82H135N5O67S2	-2	Lysosome			2416952	2	
ksi_deg16	keratan sulfate I, degradation product 16	C160H258N11O137S7	-7	Lysosome			2416939	2	
12dgr181	1,2-Diacyl-sn-glycerol (dioctadec-11-enoyl, n-C18:1)	C39H72O5	0	Cytosol, Periplasm	C00641		2618277	5	
1agpg140	1-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0)	C20H40O9P1	-1	Periplasm	C18126		2733763	5	
bz12diol	cis-1,2-Dihydroxycyclohexa-3,5-diene-1-carboxylate	C7H7O4	-1	Cytosol	C06321	161578-47-8	47956	4	
cytcc	Cytochrome c	C42H52FeN8O6S2	0	Cytosol	C00524	9007-43-6	35247	4	
fa1	Fatty acid (Iso-C14:0)	C14H27O2	-1	Cytosol			246169	7	
C04051	C04051	C4H6N4O	0	Cytosol	C04051	4637-56-3	43043	4	
gtca2	glycerol teichoic acid (n=25), unlinked, D-ala substituted	C166H328N27O161P25	0	Cytosol			1787739	7	
Sptmyn	Spectinomycin	C14H24N2O7	0	Cytosol	C02078		1787806	7	
2c25dho	2-Carboxy-2,5-dihydro-5-oxofuran-2-acetate	C7H6O6	0	Cytosol	C01278		37258	10,9	
2tcc	2-(sulfomethyl)thiazolidine-4-carboxylic acid	C5H8NO5S2	-1	Cytosol			1884587	9	
2c23dh56dhoxin	2-Carboxy-2,3-dihydro-5,6-dihydroxyindole	C9H8NO4	-1	Cytosol	C05604	102-29-4	46110	2	
nformanth	N-Formylanthranilate	C8H6NO3	-1	Cytosol	C05653	3342-77-6	46205	2	
ksi_pre20	keratan sulfate I biosynthesis, precursor 20	C171H274N12O140S6X	-7	Golgi Apparatus			2296837	2	
ksii_core2_deg4	keratan sulfate II (core 2-linked), degradation product 4	C58H95N5O43SX	-1	Lysosome			2418059	2	
retinol-cis-13	cis-13-retinol	C20H30O	0	Cytosol			2455099	2	
vacccrn	Vaccenyl carnitine	C25H47NO4	0	Cytosol, Mitochondria			2614385	2	
lpp	lipoprotein	XC16H30O1	0	Periplasm	C01834		2707630	5	
1agpg180	1-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0)	C24H48O9P1	-1	Periplasm	C18126		2733775	5	
adfdOX	Oxidized adrenal ferredoxin	UK	2	Cytosol	C00667		35651	10	
omtta	octa-methyl tetracontatricosanoic acid (C34:0, 8 methyl-branched carbons)	C42H83O2	-1	Cytosol			3064053	10	
C60mclPHA	C6:0-Medium-chain length Polyhydroxyalkanoate	C6H10O2R	0	Cytosol			3437092	4	
C100mclPHA	C10:0-Medium-chain length Polyhydroxyalkanoate.	C10H18O2R	0	Cytosol			3437096	4	
hexdp	all-trans-Hexaprenyl diphosphate	C30H49O7P2	-3	Cytosol	C01230		37142	7	
uaAgla	Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysyl-D-alanyl-D-alanine	C86H140N7O21P2	-3	Cytosol	C05888		46762	10	
cer2_24	Ceramide-2 (Phytosphingosine:n-C24:0)	C42H85NO4	0	Cytosol			1454020	6	
mip2c326_SC	mannose-(inositol-P)2-ceramide, ceramide-3 (26C), yeast-specific	C6200H11900N100O2600P200	-200	Cytosol			1454486	6	
focytcc553	Ferrocytochrome c-553	C42H54FeN8O6S2	2	Cytosol	C01071		36747	3	
m7masnC	(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform C (protein)	C64H107N2O50X	0	Golgi Apparatus			1822940	2	
nal2a6o	N-Acetyl-L-2-amino-6-oxopimelate	C9H11NO6	-2	Cytosol	C05539	52500-60-4	45991	7	
3hdgggps	2-O-(3'-hydroxy)geranyl-3-O-geranyl-sn-glyceroserine	C46H79N1O9P1	-1	Cytosol			1842316	9	
7ohp	7-oxoheptanoic acid	C7H11O3	-1	Cytosol			1886167	9	
alkylR1oh	hydroxy alkyl chain	C2H5OFULLR	0	Peroxisome			2255810	2	
3moxtyr	3-Methoxytyramine	C9H14NO2	1	Cytosol	C05587	306-08-1	46076	2	
ksi_pre18	keratan sulfate I biosynthesis, precursor 18	C163H262N11O132S5X	-6	Golgi Apparatus			2296833	2	
ksi_pre33	keratan sulfate I biosynthesis, precursor 33	C233H372N16O197S10X	-11	Golgi Apparatus			2296852	2	
ksii_core4_pre6	keratan sulfate II biosynthesis, precursor 6	C69H111N6O51SX	-2	Golgi Apparatus			2299221	2	
hnifedipine	hydroxy nifedipine	C17H18N2O7	0	Cytosol			2299950	2	
acetol	Acetol	C3H6O2	0	Cytosol	C05235	116-09-6	45400	2,5	
ksi_deg24	keratan sulfate I, degradation product 24	C118H191N8O101S5	-5	Lysosome			2416933	2	
hmocta	hexa-methyl octacosanoate	C34H67O2	-1	Cytosol			3093421	10	
h	H+	H	1	Peroxisome, Extra-organism, Golgi Apparatus, Cytosol, Endoplasmic Reticulum, Nucleus, Vacuole, Periplasm, Mitochondria, Lysosome	C00080	12408-02-5	33778	1,10,2,3,4,5,6,7,8,9	
pyr	Pyruvate	C3H3O3	-1	Peroxisome, Extra-organism, Cytosol, Periplasm, Mitochondria	C00022	127-17-3	33546	1,10,2,3,4,5,6,7,8,9	
r5p	alpha-D-Ribose 5-phosphate	C5H9O8P	-2	Extra-organism, Cytosol, Periplasm, Mitochondria	C00117	4300-28-1	42420	1,10,2,3,4,5,6,7,8,9	
cit	Citrate	C6H5O7	-3	Peroxisome, Extra-organism, Cytosol, Periplasm, Mitochondria	C00158	77-92-9	34080	1,10,2,3,4,5,6,7,8,9	
ppi	Diphosphate	HO7P2	-3	Peroxisome, Cytosol, Endoplasmic Reticulum, Nucleus, Mitochondria	C00013	2466-09-3	33511	1,10,2,3,4,5,6,7,9	
utp	UTP	C9H11N2O15P3	-4	Extra-organism, Cytosol, Nucleus, Mitochondria	C00075	63-39-8	33760	1,10,2,3,4,5,6,7,9	
ala-L	L-Alanine	C3H7NO2	0	Peroxisome, Extra-organism, Cytosol, Periplasm, Mitochondria, Lysosome	C00041	56-41-7	33629	1,10,2,3,4,5,6,7,9	
5mdru1p	5-Methylthio-5-deoxy-D-ribulose 1-phosphate	C6H11O7PS	-2	Cytosol	C04582		44103	1,2,3,5,7	
urea	Urea	CH4N2O	0	Extra-organism, Cytosol, Periplasm, Mitochondria	C00086	57-13-6	33799	1,10,2,3,4,5,6,7,9	
ptrc	Putrescine	C4H14N2	2	Extra-organism, Cytosol, Periplasm, Mitochondria	C00134	110-60-1	33980	1,10,2,3,4,5,6,7,9	
glu5p	L-Glutamate 5-phosphate	C5H8NO7P	-2	Cytosol, Mitochondria	C03287		41564	1,10,2,4,5,6,9	
ile-L	L-Isoleucine	C6H13NO2	0	Extra-organism, Cytosol, Periplasm, Mitochondria	C00407	73-32-5	34887	1,10,2,3,4,5,6,7,9	
2dda7p	2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate	C7H10O10P	-3	Cytosol, Mitochondria	C04691		44349	1,10,3,4,5,6,7	
3php	3-Phosphohydroxypyruvate	C3H2O7P	-3	Cytosol	C03232		41453	1,10,2,3,4,5,6,7,9	
pser-L	O-Phospho-L-serine	C3H6NO6P	-2	Extra-organism, Cytosol, Periplasm	C01005	407-41-0	36594	1,10,2,3,4,5,6,7,9	
h2s	Hydrogen sulfide	H2S	0	Extra-organism, Cytosol, Periplasm	C00283	7783-06-4	34491	1,10,3,4,5,6,7,9	
imp	IMP	C10H11N4O8P	-2	Extra-organism, Cytosol, Periplasm, Mitochondria	C00130	131-99-7	33960	1,10,2,3,4,5,6,7,9	
dudp	dUDP	C9H11N2O11P2	-3	Cytosol, Nucleus, Mitochondria	C01346		37403	1,10,2,3,4,5,6,7,9	
4ahmmp	4-Amino-5-hydroxymethyl-2-methylpyrimidine	C6H9N3O	0	Cytosol	C01279	73-67-6	37263	1,10,4,5,6,9	
pnto-R	(R)-Pantothenate	C9H16NO5	-1	Extra-organism, Cytosol, Periplasm, Mitochondria	C00864	79-83-4	36234	1,10,2,3,4,5,6,7,9	
3uib	3-Ureidoisobutyrate	C5H9N2O3	-1	Cytosol	C05100		45118	2,9	
gly	Glycine	C2H5NO2	0	Peroxisome, Extra-organism, Cytosol, Periplasm, Mitochondria, Lysosome	C00037	56-40-6	33610	1,10,2,3,4,5,6,7,9	
pro-L	L-Proline	C5H9NO2	0	Extra-organism, Cytosol, Endoplasmic Reticulum, Periplasm, Mitochondria, Lysosome	C00148	147-85-3	34042	1,10,2,3,4,5,6,7,9	
sucr	Sucrose	C12H22O11	0	Extra-organism, Cytosol, Periplasm	C00089	57-50-1	33807	1,2,5,6,7	
glutrna	L-Glutamyl-tRNA(Glu)	C5H7NO3R	0	Cytosol, Mitochondria	C02987	None	40960	1,10,3,4,5,6,7,9	
arg-L	L-Arginine	C6H15N4O2	1	Extra-organism, Cytosol, Periplasm, Mitochondria	C00062	74-79-3	33707	1,10,2,3,4,5,6,7,9	
hxan	Hypoxanthine	C5H4N4O	0	Peroxisome, Extra-organism, Cytosol, Periplasm, Lysosome	C00262	68-94-0	34434	1,10,2,3,4,5,6,7,9	
leu-L	L-Leucine	C6H13NO2	0	Extra-organism, Cytosol, Periplasm, Mitochondria	C00123	61-90-5	33942	1,10,2,3,4,5,6,7,9	
no3	Nitrate	NO3	-1	Extra-organism, Cytosol, Periplasm	C00244		50426	1,10,3,5,7	
air	5-amino-1-(5-phospho-D-ribosyl)imidazole	C8H12N3O7P	-2	Cytosol	C03373	25635-88-5	41727	1,10,2,3,4,5,6,7,9	
gthox	Oxidized glutathione	C20H30N6O12S2	-2	Extra-organism, Cytosol, Periplasm, Mitochondria	C00127		33951	1,10,2,4,5,6,7,9	
pydx5p	Pyridoxal 5'-phosphate	C8H8NO6P	-2	Cytosol, Mitochondria	C00018	54-47-7	33526	1,10,2,4,5,6	
2ohph_5	2-Octaprenyl-6-hydroxyphenol (5 repeating units)	C36H54O2	0	Cytosol, Nucleus			1449680	6	
4hthr	4-Hydroxy-L-threonine	C4H9NO4	0	Cytosol	C06056		1450010	1,10,4,5,6	
peptido_EC	Peptidoglycan subunit of Escherichia coli	C40H62N8O21	-2	Cytosol			1450343	1,10,3	
cdpea	CDPethanolamine	C11H19N4O11P2	-1	Cytosol	C00570		35382	1,2,3,6	
sphgn	Sphinganine	C18H40NO2	1	Cytosol, Endoplasmic Reticulum	C00836	15639-50-6	36159	2,6	
sql	Squalene	C30H50	0	Cytosol, Endoplasmic Reticulum	C00751	111-02-4	35878	2,6,7	
aacald	Aminoacetaldehyde	C2H6NO	1	Cytosol	C06735		48971	1,4,5	
5dglcn	5-Dehydro-D-gluconate	C6H9O7	-1	Extra-organism, Cytosol, Periplasm	C01062		36726	1,10,5	
glcn	D-Gluconate	C6H11O7	-1	Extra-organism, Cytosol, Periplasm	C00257	526-95-4	34420	1,10,4,5,7,9	
udpgalfur	UDP-D-galacto-1,4-furanose	C15H22N2O17P2	-2	Cytosol	C03733	638-23-3	42414	1,10,5	
ap4a	P1,P4-Bis(5'-adenosyl) tetraphosphate	C20H24N10O19P4	-4	Cytosol	C01260		1484745	1,2,4,5,6	
acon-T	trans-Aconitate	C6H3O6	-3	Cytosol	C02341	4023-65-8	39643	1,5,9	
dmbzid	5,6-Dimethylbenzimidazole	C9H10N2	0	Cytosol	C03114	582-60-5	41234	1,10,4,5	
glyclt	Glycolate	C2H3O3	-1	Peroxisome, Extra-organism, Cytosol, Periplasm, Mitochondria	C00160	79-14-1	34090	1,10,2,3,4,5,7,9	
galur	D-Galacturonate	C6H9O7	-1	Extra-organism, Cytosol, Periplasm	C00333	685-73-4	34649	1,5	
cynt	Cyanate	CNO	-1	Extra-organism, Cytosol, Periplasm	C01417	420-05-3	37550	1,5	
tsul	Thiosulfate	O3S2	-2	Extra-organism, Cytosol, Periplasm, Mitochondria	C00320		34610	1,10,2,4,5,9	
tdeACP	cis-tetradec-7-enoyl-[acyl-carrier protein] (n-C14:1)	C25H45N2O8PRS	-1	Cytosol, Mitochondria			1437535	1,2,4,5,6	
fmnh2	Reduced FMN	C17H21N4O9P	-2	Cytosol	C01847	67-63-0	1489679	3,4,5,7	
3hmrsACP	(R)-3-Hydroxytetradecanoyl-[acyl-carrier protein]	C25H47N2O9PRS	-1	Cytosol	C04688		1450063	1,4,5,7	
1pyr5c	1-Pyrroline-5-carboxylate	C5H6NO2	-1	Cytosol, Mitochondria	C03912		42766	1,10,2,3,4,5,6,7,9	
pg_SC	Phosphatidylglycerol, yeast-specific	C3840H7244O1000P100	-100	Mitochondria			1453053	6	
c226coa	cervonyl coenzyme A	C43H62N7O17P3S	-4	Peroxisome, Cytosol, Mitochondria			1586042	2	
crvnc	cervonic acid, C22:6 n-3	C22H31O2	-1	Extra-organism, Cytosol		1553-41-9	1586190	2	
hatrz	Hydroxyatrazine	C8H17N5O	2	Cytosol	C06552	2163-68-0	1800367	9	
menylh4spt	methenyl-tetrahydrosarcinapterin	C36H47N7O19P1	-3	Cytosol			1800344	9	
dolichol_U	Dolichol, human uterine homolog	C1025H1680O10	0	Cytosol, Endoplasmic Reticulum			1809212	2	
dma	dimethylamine	C2H8N	1	Extra-organism, Cytosol	C00543	124-40-3	1800348	9	
glutrna(gln)	L-Glutamyl-tRNA(Gln)	C5H7NO3R	0	Cytosol			1800370	4,9	
m8masn	(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)	C70H117N2O55X	0	Golgi Apparatus, Endoplasmic Reticulum			1822417	2	
m7mpdol_U	(alpha-D-Mannosyl)7-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human uterine homolog	C1665H2740N20O570P20	-20	Endoplasmic Reticulum			1809517	2	
meoh	Methanol	CH4O1	0	Extra-organism, Cytosol, Endoplasmic Reticulum, Lysosome	C00132	67-56-1	33974	10,2,7,9	
g1m6masnB1	glucosyl-(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)	C64H107N2O50X	0	Golgi Apparatus, Endoplasmic Reticulum			1838949	2	
3hggdp	3-hydroxy-geranylgeranyl diphosphate	C20H35O8P2	-3	Cytosol			1842159	9	
pheme	Protoheme	C34H30FeN4O4	-2	Extra-organism, Cytosol, Periplasm, Mitochondria	C00032	14875-96-8	33586	1,10,2,3,4,5,6,7	
2ppoh	2-Propanol	C3H8O	0	Cytosol	C01845	67-63-0	38536	9	
f430	coenzyme F430	C42H46N6NiO13	-4	Cytosol	C05777	1867-62-5	46480	9	
fe3hox	Fe(III)hydroxamate	C9H18O6N3Fe	0	Extra-organism, Cytosol, Periplasm	C06227		47707	5	
nmthsrtn	N-Methylserotonin	C11H15N2O	1	Cytosol	C06212	90-02-8	47668	2	
adpman	ADPmannose	C16H23N5O15P2	-2	Cytosol			2206034	2	
txa2	Thromboxane A2	C20H31O5	-1	Extra-organism, Cytosol, Endoplasmic Reticulum	C02198	57576-52-0	39305	2	
